date,date,TMAX,TMIN,TAVG
10/7/1979,10/7/1979,18.3,6.1,12.2
10/8/1979,10/8/1979,18.3,2.2,10.25
10/9/1979,10/9/1979,23.9,7.8,15.85
10/12/1979,10/12/1979,17.8,5.6,11.7
10/13/1979,10/13/1979,10,-1.7,4.15
10/14/1979,10/14/1979,14.4,-3.3,5.55
10/15/1979,10/15/1979,18.3,-2.2,8.05
10/16/1979,10/16/1979,21.1,8.9,15
10/17/1979,10/17/1979,14.4,7.2,10.8
10/18/1979,10/18/1979,21.1,11.1,16.1
10/19/1979,10/19/1979,20.6,12.8,16.7
10/20/1979,10/20/1979,22.8,14.4,18.6
10/21/1979,10/21/1979,25.6,17.2,21.4
10/22/1979,10/22/1979,29.4,18.9,24.15
10/23/1979,10/23/1979,22.2,2.2,12.2
10/24/1979,10/24/1979,11.1,0,5.55
10/25/1979,10/25/1979,10,1.1,5.55
10/27/1979,10/27/1979,15,-2.2,6.4
10/28/1979,10/28/1979,21.1,1.1,11.1
10/29/1979,10/29/1979,22.2,5.6,13.9
10/30/1979,10/30/1979,25.6,5.6,15.6
10/31/1979,10/31/1979,20.6,3.3,11.95
11/1/1979,11/1/1979,22.2,6.1,14.15
11/2/1979,11/2/1979,11.1,-2.8,4.15
11/3/1979,11/3/1979,9.4,1.1,5.25
11/4/1979,11/4/1979,5,-1.7,1.65
11/5/1979,11/5/1979,6.1,-3.3,1.4
11/6/1979,11/6/1979,15.6,0,7.8
11/7/1979,11/7/1979,7.2,-3.9,1.65
11/8/1979,11/8/1979,7.2,-2.2,2.5
11/9/1979,11/9/1979,6.7,2.8,4.75
11/10/1979,11/10/1979,6.1,-5.6,0.25
11/11/1979,11/11/1979,6.7,-7.8,-0.55
11/12/1979,11/12/1979,1.1,-6.7,-2.8
11/13/1979,11/13/1979,6.7,-2.2,2.25
11/14/1979,11/14/1979,4.4,-3.3,0.55
11/15/1979,11/15/1979,6.7,-5,0.85
11/16/1979,11/16/1979,11.1,-2.8,4.15
11/17/1979,11/17/1979,9.4,-2.2,3.6
11/18/1979,11/18/1979,18.3,3.3,10.8
11/19/1979,11/19/1979,22.8,5.6,14.2
11/20/1979,11/20/1979,21.7,2.2,11.95
11/21/1979,11/21/1979,16.7,2.8,9.75
11/22/1979,11/22/1979,13.9,8.3,11.1
11/23/1979,11/23/1979,11.7,1.7,6.7
11/24/1979,11/24/1979,8.3,-1.1,3.6
11/25/1979,11/25/1979,11.7,0,5.85
11/26/1979,11/26/1979,9.4,2.2,5.8
11/27/1979,11/27/1979,5,1.1,3.05
11/28/1979,11/28/1979,1.7,-3.9,-1.1
11/29/1979,11/29/1979,4.4,-7.2,-1.4
11/30/1979,11/30/1979,-1.7,-6.7,-4.2
12/1/1979,12/1/1979,-1.1,-6.7,-3.9
12/2/1979,12/2/1979,-2.2,-8.3,-5.25
12/3/1979,12/3/1979,-1.1,-7.8,-4.45
12/4/1979,12/4/1979,1.1,-5.6,-2.25
12/5/1979,12/5/1979,8.3,-5.6,1.35
12/6/1979,12/6/1979,12.2,-0.6,5.8
12/7/1979,12/7/1979,6.1,-1.1,2.5
12/8/1979,12/8/1979,8.3,,
12/9/1979,12/9/1979,10,3.3,6.65
12/10/1979,12/10/1979,8.3,2.2,5.25
12/11/1979,12/11/1979,11.7,3.3,7.5
12/12/1979,12/12/1979,16.7,-7.8,4.45
12/13/1979,12/13/1979,-1.1,-6.7,-3.9
12/14/1979,12/14/1979,4.4,-6.7,-1.15
12/15/1979,12/15/1979,4.4,-9.4,-2.5
12/16/1979,12/16/1979,2.2,-11.1,-4.45
12/17/1979,12/17/1979,-5,-16.1,-10.55
12/18/1979,12/18/1979,-3.3,-15,-9.15
12/19/1979,12/19/1979,2.8,-6.7,-1.95
12/20/1979,12/20/1979,9.4,-5.6,1.9
12/21/1979,12/21/1979,8.9,-1.7,3.6
12/22/1979,12/22/1979,8.9,2.2,5.55
12/23/1979,12/23/1979,10.6,4.4,7.5
12/24/1979,12/24/1979,14.4,9.4,11.9
12/25/1979,12/25/1979,9.4,2.8,6.1
12/27/1979,12/27/1979,1.7,-2.2,-0.25
12/28/1979,12/28/1979,3.3,-5.6,-1.15
12/29/1979,12/29/1979,1.7,-6.7,-2.5
12/30/1979,12/30/1979,1.1,-6.1,-2.5
12/31/1979,12/31/1979,3.9,-1.1,1.4
1/1/1980,1/1/1980,4.4,-4.4,0
1/2/1980,1/2/1980,5,-5.6,-0.3
1/3/1980,1/3/1980,5,-3.3,0.85
1/4/1980,1/4/1980,0,-3.3,-1.65
1/5/1980,1/5/1980,0,-5.6,-2.8
1/6/1980,1/6/1980,-1.1,-7.2,-4.15
1/7/1980,1/7/1980,-2.2,-8.9,-5.55
1/8/1980,1/8/1980,-1.1,-10,-5.55
1/9/1980,1/9/1980,-2.2,-14.4,-8.3
1/10/1980,1/10/1980,-2.8,-15,-8.9
1/11/1980,1/11/1980,12.8,-5,3.9
1/12/1980,1/12/1980,12.2,-12.2,0
1/13/1980,1/13/1980,-1.7,-11.1,-6.4
1/14/1980,1/14/1980,5.6,-5,0.3
1/16/1980,1/16/1980,7.2,,
1/17/1980,1/17/1980,11.1,1.1,6.1
1/18/1980,1/18/1980,3.3,-0.6,1.35
1/19/1980,1/19/1980,3.3,-5.6,-1.15
1/20/1980,1/20/1980,0.6,-6.7,-3.05
1/21/1980,1/21/1980,2.8,-6.7,-1.95
1/23/1980,1/23/1980,1.7,-11.7,-5
1/24/1980,1/24/1980,-2.2,-11.7,-6.95
1/25/1980,1/25/1980,5,-8.9,-1.95
1/26/1980,1/26/1980,3.9,-11.1,-3.6
1/27/1980,1/27/1980,-5.6,-14.4,-10
1/28/1980,1/28/1980,-6.1,-14.4,-10.25
1/29/1980,1/29/1980,-6.7,-13.3,-10
1/30/1980,1/30/1980,-6.7,-16.1,-11.4
1/31/1980,1/31/1980,-5,-18.3,-11.65
2/1/1980,2/1/1980,-7.8,-20.6,-14.2
2/2/1980,2/2/1980,-7.2,-17.8,-12.5
2/3/1980,2/3/1980,-6.7,-16.7,-11.7
2/4/1980,2/4/1980,-4.4,-17.2,-10.8
2/5/1980,2/5/1980,-2.8,-18.3,-10.55
2/6/1980,2/6/1980,-6.1,-10.6,-8.35
2/7/1980,2/7/1980,-2.2,-9.4,-5.8
2/8/1980,2/8/1980,-3.9,-11.7,-7.8
2/9/1980,2/9/1980,-1.7,-11.1,-6.4
2/10/1980,2/10/1980,-2.2,-20.6,-11.4
2/11/1980,2/11/1980,-1.7,-20.6,-11.15
2/12/1980,2/12/1980,-3.9,-17.8,-10.85
2/13/1980,2/13/1980,-2.2,-15.6,-8.9
2/14/1980,2/14/1980,1.1,-15,-6.95
2/15/1980,2/15/1980,1.1,,
2/16/1980,2/16/1980,-1.1,-16.7,-8.9
2/17/1980,2/17/1980,-12.2,-20.6,-16.4
2/18/1980,2/18/1980,-6.7,-20.6,-13.65
2/19/1980,2/19/1980,1.1,-13.9,-6.4
2/20/1980,2/20/1980,3.3,-1.1,1.1
2/21/1980,2/21/1980,5,1.1,3.05
2/22/1980,2/22/1980,8.9,1.1,5
2/23/1980,2/23/1980,3.9,2.2,3.05
2/24/1980,2/24/1980,4.4,-2.2,1.1
2/25/1980,2/25/1980,4.4,-3.3,0.55
2/26/1980,2/26/1980,1.1,-17.8,-8.35
2/27/1980,2/27/1980,0.6,-15,-7.2
2/28/1980,2/28/1980,0.6,-2.8,-1.1
2/29/1980,2/29/1980,-1.1,-20.6,-10.85
3/1/1980,3/1/1980,-7.8,-15,-11.4
3/2/1980,3/2/1980,-8.3,-25,-16.65
3/3/1980,3/3/1980,-6.7,-17.8,-12.25
3/4/1980,3/4/1980,0.6,-16.1,-7.75
3/5/1980,3/5/1980,3.9,-2.2,0.85
3/6/1980,3/6/1980,-1.7,-8.9,-5.3
3/7/1980,3/7/1980,0.6,-7.2,-3.3
3/8/1980,3/8/1980,3.9,-0.6,1.65
3/9/1980,3/9/1980,1.1,-1.1,0
3/10/1980,3/10/1980,7.2,-12.8,-2.8
3/11/1980,3/11/1980,8.9,-9.4,-0.25
3/13/1980,3/13/1980,1.1,-9.4,-4.15
3/14/1980,3/14/1980,-2.2,-5,-3.6
3/15/1980,3/15/1980,6.1,-5,0.55
3/16/1980,3/16/1980,8.3,-0.6,3.85
3/17/1980,3/17/1980,10.6,3.3,6.95
3/18/1980,3/18/1980,3.3,-3.3,0
3/19/1980,3/19/1980,10,-1.1,4.45
3/20/1980,3/20/1980,12.2,1.1,6.65
3/21/1980,3/21/1980,11.7,0,5.85
3/22/1980,3/22/1980,7.2,-3.3,1.95
3/23/1980,3/23/1980,8.9,-1.1,3.9
3/24/1980,3/24/1980,12.2,2.8,7.5
3/25/1980,3/25/1980,7.2,-1.1,3.05
3/26/1980,3/26/1980,2.2,-1.7,0.25
3/27/1980,3/27/1980,3.3,-0.6,1.35
3/28/1980,3/28/1980,12.8,3.3,8.05
3/29/1980,3/29/1980,8.9,3.3,6.1
3/30/1980,3/30/1980,11.1,2.8,6.95
3/31/1980,3/31/1980,6.1,1.7,3.9
4/1/1980,4/1/1980,6.1,2.2,4.15
4/2/1980,4/2/1980,8.9,1.1,5
4/3/1980,4/3/1980,13.3,6.1,9.7
4/4/1980,4/4/1980,17.2,2.2,9.7
4/5/1980,4/5/1980,7.8,0,3.9
4/6/1980,4/6/1980,14.4,2.2,8.3
4/7/1980,4/7/1980,18.3,6.1,12.2
4/8/1980,4/8/1980,21.7,6.1,13.9
4/9/1980,4/9/1980,14.4,3.3,8.85
4/10/1980,4/10/1980,4.4,1.1,2.75
4/11/1980,4/11/1980,7.8,0,3.9
4/12/1980,4/12/1980,13.3,2.2,7.75
4/13/1980,4/13/1980,8.3,0,4.15
4/14/1980,4/14/1980,10,0,5
4/15/1980,4/15/1980,3.3,0,1.65
4/16/1980,4/16/1980,10.6,0,5.3
4/17/1980,4/17/1980,13.3,2.2,7.75
4/18/1980,4/18/1980,15.6,3.9,9.75
4/19/1980,4/19/1980,20.6,7.8,14.2
4/20/1980,4/20/1980,22.2,10,16.1
4/21/1980,4/21/1980,26.1,5.6,15.85
4/22/1980,4/22/1980,26.7,10.6,18.65
4/23/1980,4/23/1980,31.1,10.6,20.85
4/24/1980,4/24/1980,16.7,2.8,9.75
4/25/1980,4/25/1980,8.3,1.7,5
4/26/1980,4/26/1980,12.8,1.7,7.25
4/27/1980,4/27/1980,13.9,2.8,8.35
4/28/1980,4/28/1980,15.6,3.3,9.45
4/29/1980,4/29/1980,8.9,5.6,7.25
4/30/1980,4/30/1980,12.8,7.2,10
5/1/1980,5/1/1980,12.8,5,8.9
5/2/1980,5/2/1980,18.3,7.8,13.05
5/3/1980,5/3/1980,22.2,8.9,15.55
5/4/1980,5/4/1980,25,8.9,16.95
5/5/1980,5/5/1980,26.7,13.9,20.3
5/6/1980,5/6/1980,30,11.7,20.85
5/7/1980,5/7/1980,25.6,7.8,16.7
5/8/1980,5/8/1980,16.7,6.1,11.4
5/9/1980,5/9/1980,14.4,2.8,8.6
5/10/1980,5/10/1980,20.6,4.4,12.5
5/11/1980,5/11/1980,22.2,13.9,18.05
5/12/1980,5/12/1980,24.4,12.2,18.3
5/13/1980,5/13/1980,22.2,11.7,16.95
5/14/1980,5/14/1980,23.9,6.1,15
5/15/1980,5/15/1980,18.9,7.2,13.05
5/16/1980,5/16/1980,23.3,10,16.65
5/17/1980,5/17/1980,18.3,11.7,15
5/18/1980,5/18/1980,17.8,14.4,16.1
5/19/1980,5/19/1980,18.9,12.2,15.55
5/20/1980,5/20/1980,20.6,12.2,16.4
5/21/1980,5/21/1980,22.2,11.1,16.65
5/22/1980,5/22/1980,25.6,13.3,19.45
5/23/1980,5/23/1980,26.7,16.7,21.7
5/24/1980,5/24/1980,23.9,16.7,20.3
5/25/1980,5/25/1980,25.6,15,20.3
5/26/1980,5/26/1980,29.4,11.1,20.25
5/27/1980,5/27/1980,30,,
5/28/1980,5/28/1980,29.4,13.3,21.35
5/29/1980,5/29/1980,31.1,17.8,24.45
5/30/1980,5/30/1980,32.2,20,26.1
5/31/1980,5/31/1980,28.9,17.2,23.05
6/1/1980,6/1/1980,29.4,18.9,24.15
6/2/1980,6/2/1980,30.6,16.7,23.65
6/3/1980,6/3/1980,21.7,13.3,17.5
6/4/1980,6/4/1980,23.9,12.8,18.35
6/5/1980,6/5/1980,23.3,14.4,18.85
6/6/1980,6/6/1980,30,17.8,23.9
6/7/1980,6/7/1980,31.1,19.4,25.25
6/8/1980,6/8/1980,32.2,11.1,21.65
6/9/1980,6/9/1980,19.4,10,14.7
6/10/1980,6/10/1980,26.1,11.7,18.9
6/11/1980,6/11/1980,20,7.8,13.9
6/12/1980,6/12/1980,23.9,12.2,18.05
6/13/1980,6/13/1980,26.7,13.3,20
6/14/1980,6/14/1980,27.8,16.7,22.25
6/15/1980,6/15/1980,32.2,18.9,25.55
6/16/1980,6/16/1980,20,11.7,15.85
6/17/1980,6/17/1980,20,8.3,14.15
6/18/1980,6/18/1980,22.2,12.2,17.2
6/19/1980,6/19/1980,26.7,16.7,21.7
6/20/1980,6/20/1980,28.3,7.8,18.05
6/21/1980,6/21/1980,24.4,10.6,17.5
6/22/1980,6/22/1980,27.8,16.1,21.95
6/23/1980,6/23/1980,30,16.7,23.35
6/24/1980,6/24/1980,22.8,18.9,20.85
6/25/1980,6/25/1980,28.3,19.4,23.85
6/26/1980,6/26/1980,30.6,20.6,25.6
6/27/1980,6/27/1980,32.8,22.2,27.5
6/28/1980,6/28/1980,33.3,20,26.65
6/29/1980,6/29/1980,30,18.9,24.45
6/30/1980,6/30/1980,28.3,13.3,20.8
7/1/1980,7/1/1980,25.6,15,20.3
7/2/1980,7/2/1980,32.2,18.9,25.55
7/3/1980,7/3/1980,31.1,16.7,23.9
7/4/1980,7/4/1980,28.3,17.8,23.05
7/5/1980,7/5/1980,31.7,18.9,25.3
7/6/1980,7/6/1980,31.7,15,23.35
7/7/1980,7/7/1980,29.4,18.3,23.85
7/8/1980,7/8/1980,36.7,21.1,28.9
7/9/1980,7/9/1980,35.6,22.2,28.9
7/10/1980,7/10/1980,33.3,22.2,27.75
7/11/1980,7/11/1980,33.3,20,26.65
7/12/1980,7/12/1980,35,21.1,28.05
7/13/1980,7/13/1980,35,19.4,27.2
7/14/1980,7/14/1980,32.8,20.6,26.7
7/15/1980,7/15/1980,36.7,22.2,29.45
7/16/1980,7/16/1980,37.8,24.4,31.1
7/17/1980,7/17/1980,33.3,17.2,25.25
7/18/1980,7/18/1980,36.7,17.2,26.95
7/19/1980,7/19/1980,33.3,22.2,27.75
7/20/1980,7/20/1980,33.9,20.6,27.25
7/21/1980,7/21/1980,38.3,21.7,30
7/22/1980,7/22/1980,32.2,19.4,25.8
7/23/1980,7/23/1980,30,15,22.5
7/24/1980,7/24/1980,26.7,16.1,21.4
7/25/1980,7/25/1980,27.8,18.3,23.05
7/26/1980,7/26/1980,30,19.4,24.7
7/27/1980,7/27/1980,31.1,19.4,25.25
7/28/1980,7/28/1980,21.1,15.6,18.35
7/29/1980,7/29/1980,27.8,16.1,21.95
7/30/1980,7/30/1980,30.6,17.8,24.2
7/31/1980,7/31/1980,31.7,18.3,25
8/1/1980,8/1/1980,35,23.3,29.15
8/2/1980,8/2/1980,34.4,24.4,29.4
8/3/1980,8/3/1980,30,18.9,24.45
8/4/1980,8/4/1980,31.1,18.3,24.7
8/5/1980,8/5/1980,33.3,19.4,26.35
8/6/1980,8/6/1980,28.9,20.6,24.75
8/7/1980,8/7/1980,32.2,21.1,26.65
8/8/1980,8/8/1980,33.9,24.4,29.15
8/9/1980,8/9/1980,35.6,22.8,29.2
8/10/1980,8/10/1980,36.1,22.2,29.15
8/11/1980,8/11/1980,35,20,27.5
8/12/1980,8/12/1980,30,17.2,23.6
8/13/1980,8/13/1980,28.3,16.7,22.5
8/14/1980,8/14/1980,31.7,18.9,25.3
8/15/1980,8/15/1980,26.7,19.4,23.05
8/16/1980,8/16/1980,25,17.8,21.4
8/17/1980,8/17/1980,18.3,16.1,17.2
8/18/1980,8/18/1980,32.2,17.2,24.7
8/19/1980,8/19/1980,27.8,18.3,23.05
8/20/1980,8/20/1980,27.8,18.9,23.35
8/21/1980,8/21/1980,36.7,22.2,29.45
8/22/1980,8/22/1980,28.9,15,21.95
8/23/1980,8/23/1980,28.3,13.3,20.8
8/24/1980,8/24/1980,28.9,14.4,21.65
8/25/1980,8/25/1980,29.4,16.7,23.05
8/26/1980,8/26/1980,30,17.8,23.9
8/27/1980,8/27/1980,32.2,18.9,25.55
8/28/1980,8/28/1980,34.4,18.9,26.65
8/29/1980,8/29/1980,34.4,19.4,26.9
8/30/1980,8/30/1980,32.8,18.3,25.55
8/31/1980,8/31/1980,31.1,17.8,24.45
9/1/1980,9/1/1980,27.8,18.3,23.05
9/2/1980,9/2/1980,25.6,18.3,21.95
9/3/1980,9/3/1980,27.2,14.4,20.8
9/4/1980,9/4/1980,28.9,16.7,22.8
9/5/1980,9/5/1980,29.4,16.7,23.05
9/6/1980,9/6/1980,24.4,16.7,20.55
9/7/1980,9/7/1980,31.7,17.8,24.75
9/8/1980,9/8/1980,28.3,16.7,22.5
9/9/1980,9/9/1980,31.1,18.3,24.7
9/10/1980,9/10/1980,28.3,8.3,18.3
9/11/1980,9/11/1980,24.4,6.7,15.55
9/12/1980,9/12/1980,23.9,7.8,15.85
9/13/1980,9/13/1980,26.7,14.4,20.55
9/14/1980,9/14/1980,31.1,16.7,23.9
9/15/1980,9/15/1980,21.7,13.3,17.5
9/16/1980,9/16/1980,20,12.8,16.4
9/17/1980,9/17/1980,25.6,10,17.8
9/18/1980,9/18/1980,19.4,8.3,13.85
9/19/1980,9/19/1980,24.4,8.9,16.65
9/20/1980,9/20/1980,28.3,11.7,20
9/21/1980,9/21/1980,32.2,17.8,25
9/22/1980,9/22/1980,32.2,21.7,26.95
9/23/1980,9/23/1980,32.2,7.8,20
9/24/1980,9/24/1980,18.3,6.7,12.5
9/25/1980,9/25/1980,23.9,6.7,15.3
9/26/1980,9/26/1980,24.4,2.8,13.6
9/27/1980,9/27/1980,17.2,4.4,10.8
9/28/1980,9/28/1980,21.1,5.6,13.35
9/29/1980,9/29/1980,24.4,8.3,16.35
9/30/1980,9/30/1980,26.7,10.6,18.65
10/1/1980,10/1/1980,28.3,12.2,20.25
10/2/1980,10/2/1980,29.4,7.2,18.3
10/3/1980,10/3/1980,21.7,4.4,13.05
10/4/1980,10/4/1980,10,2.8,6.4
10/5/1980,10/5/1980,12.2,-1.1,5.55
10/6/1980,10/6/1980,14.4,0,7.2
10/7/1980,10/7/1980,20,0,10
10/8/1980,10/8/1980,23.3,5,14.15
10/9/1980,10/9/1980,30.6,7.8,19.2
10/10/1980,10/10/1980,23.3,7.2,15.25
10/11/1980,10/11/1980,23.9,7.2,15.55
10/12/1980,10/12/1980,13.9,0,6.95
10/13/1980,10/13/1980,14.4,-1.1,6.65
10/14/1980,10/14/1980,15,-1.1,6.95
10/15/1980,10/15/1980,24.4,6.1,15.25
10/16/1980,10/16/1980,21.1,10.6,15.85
10/17/1980,10/17/1980,26.1,11.1,18.6
10/18/1980,10/18/1980,20,5,12.5
10/19/1980,10/19/1980,16.1,-0.6,7.75
10/20/1980,10/20/1980,12.2,3.9,8.05
10/21/1980,10/21/1980,15,3.3,9.15
10/22/1980,10/22/1980,18.3,3.9,11.1
10/23/1980,10/23/1980,17.2,3.9,10.55
10/24/1980,10/24/1980,22.2,5.6,13.9
10/25/1980,10/25/1980,11.7,0,5.85
10/26/1980,10/26/1980,7.2,0.6,3.9
10/27/1980,10/27/1980,4.4,-1.1,1.65
10/28/1980,10/28/1980,3.3,0,1.65
10/29/1980,10/29/1980,5.6,-3.9,0.85
10/30/1980,10/30/1980,7.2,-3.9,1.65
10/31/1980,10/31/1980,10.6,-1.1,4.75
11/1/1980,11/1/1980,14.4,1.1,7.75
11/2/1980,11/2/1980,16.1,-0.6,7.75
11/3/1980,11/3/1980,13.9,0.6,7.25
11/4/1980,11/4/1980,20.6,5,12.8
11/5/1980,11/5/1980,14.4,-1.1,6.65
11/6/1980,11/6/1980,11.1,-1.1,5
11/7/1980,11/7/1980,18.3,1.7,10
11/8/1980,11/8/1980,21.1,5.6,13.35
11/9/1980,11/9/1980,20,5.6,12.8
11/10/1980,11/10/1980,18.9,1.1,10
11/11/1980,11/11/1980,7.8,-4.4,1.7
11/12/1980,11/12/1980,13.3,-3.9,4.7
11/13/1980,11/13/1980,12.8,2.2,7.5
11/14/1980,11/14/1980,19.4,6.1,12.75
11/15/1980,11/15/1980,7.2,1.7,4.45
11/16/1980,11/16/1980,6.7,1.7,4.2
11/17/1980,11/17/1980,5.6,0,2.8
11/18/1980,11/18/1980,3.9,-1.7,1.1
11/20/1980,11/20/1980,7.8,-5.6,1.1
11/21/1980,11/21/1980,8.9,-3.3,2.8
11/22/1980,11/22/1980,8.9,-3.3,2.8
11/23/1980,11/23/1980,10,0.6,5.3
11/24/1980,11/24/1980,6.1,0.6,3.35
11/25/1980,11/25/1980,5.6,-5,0.3
11/26/1980,11/26/1980,4.4,-7.2,-1.4
11/27/1980,11/27/1980,6.7,-6.7,0
11/28/1980,11/28/1980,3.3,-6.7,-1.7
11/29/1980,11/29/1980,2.8,-1.7,0.55
11/30/1980,11/30/1980,3.9,-2.8,0.55
12/1/1980,12/1/1980,7.2,-3.3,1.95
12/2/1980,12/2/1980,11.7,-1.7,5
12/3/1980,12/3/1980,-1.1,-11.1,-6.1
12/4/1980,12/4/1980,-0.6,-10,-5.3
12/5/1980,12/5/1980,6.7,-2.8,1.95
12/6/1980,12/6/1980,12.2,5.6,8.9
12/7/1980,12/7/1980,17.8,11.1,14.45
12/8/1980,12/8/1980,15.6,11.7,13.65
12/9/1980,12/9/1980,12.8,0,6.4
12/10/1980,12/10/1980,2.2,-3.3,-0.55
12/11/1980,12/11/1980,-0.6,-5,-2.8
12/12/1980,12/12/1980,3.3,-3.9,-0.3
12/13/1980,12/13/1980,11.7,0.6,6.15
12/14/1980,12/14/1980,1.1,-5,-1.95
12/15/1980,12/15/1980,2.2,-3.3,-0.55
12/16/1980,12/16/1980,3.3,-4.4,-0.55
12/17/1980,12/17/1980,0.6,-7.2,-3.3
12/18/1980,12/18/1980,2.2,-6.7,-2.25
12/19/1980,12/19/1980,2.8,-12.8,-5
12/20/1980,12/20/1980,-10.6,-17.2,-13.9
12/21/1980,12/21/1980,-8.9,-17.2,-13.05
12/22/1980,12/22/1980,-7.8,-12.2,-10
12/23/1980,12/23/1980,-0.6,-8.9,-4.75
12/24/1980,12/24/1980,5,,
12/25/1980,12/25/1980,-3.3,-21.7,-12.5
12/26/1980,12/26/1980,-7.8,-21.1,-14.45
12/27/1980,12/27/1980,-4.4,-7.8,-6.1
12/28/1980,12/28/1980,-1.7,-7.8,-4.75
12/29/1980,12/29/1980,4.4,-7.2,-1.4
12/30/1980,12/30/1980,3.3,-2.2,0.55
12/31/1980,12/31/1980,3.9,-7.8,-1.95
1/1/1981,1/1/1981,2.2,-0.6,0.8
1/2/1981,1/2/1981,0.6,-7.8,-3.6
1/3/1981,1/3/1981,-0.6,-7.2,-3.9
1/4/1981,1/4/1981,-5,-20.6,-12.8
1/6/1981,1/6/1981,-2.8,-15,-8.9
1/7/1981,1/7/1981,0,-17.2,-8.6
1/8/1981,1/8/1981,-9.4,-15.6,-12.5
1/9/1981,1/9/1981,-1.1,-15.6,-8.35
1/10/1981,1/10/1981,-6.7,-19.4,-13.05
1/11/1981,1/11/1981,-8.3,-18.9,-13.6
1/12/1981,1/12/1981,-11.7,-20.6,-16.15
1/13/1981,1/13/1981,-2.8,-16.7,-9.75
1/14/1981,1/14/1981,0.6,-7.8,-3.6
1/15/1981,1/15/1981,-0.6,-5,-2.8
1/16/1981,1/16/1981,0,-11.7,-5.85
1/17/1981,1/17/1981,-6.7,-16.7,-11.7
1/18/1981,1/18/1981,-3.9,-14.4,-9.15
1/19/1981,1/19/1981,5.6,-6.7,-0.55
1/20/1981,1/20/1981,5,0.6,2.8
1/21/1981,1/21/1981,4.4,-1.7,1.35
1/22/1981,1/22/1981,0.6,-2.8,-1.1
1/24/1981,1/24/1981,7.2,-2.2,2.5
1/25/1981,1/25/1981,11.7,0,5.85
1/26/1981,1/26/1981,11.7,1.7,6.7
1/27/1981,1/27/1981,5.6,-2.8,1.4
1/28/1981,1/28/1981,6.1,-7.2,-0.55
1/29/1981,1/29/1981,5,-11.1,-3.05
1/30/1981,1/30/1981,-1.1,-10,-5.55
2/1/1981,2/1/1981,4.4,-7.2,-1.4
2/2/1981,2/2/1981,3.9,-15,-5.55
2/3/1981,2/3/1981,-12.2,-16.7,-14.45
2/4/1981,2/4/1981,-11.7,-15.6,-13.65
2/5/1981,2/5/1981,-7.2,-15.6,-11.4
2/6/1981,2/6/1981,-4.4,-13.3,-8.85
2/7/1981,2/7/1981,1.7,-6.7,-2.5
2/8/1981,2/8/1981,7.2,-16.1,-4.45
2/9/1981,2/9/1981,-4.4,-13.9,-9.15
2/10/1981,2/10/1981,1.7,-6.7,-2.5
2/11/1981,2/11/1981,1.7,-18.9,-8.6
2/12/1981,2/12/1981,-15.6,-22.2,-18.9
2/13/1981,2/13/1981,-8.3,-20,-14.15
2/14/1981,2/14/1981,-1.7,-12.2,-6.95
2/15/1981,2/15/1981,-2.2,-11.1,-6.65
2/16/1981,2/16/1981,6.7,-8.3,-0.8
2/17/1981,2/17/1981,9.4,3.9,6.65
2/18/1981,2/18/1981,8.9,4.4,6.65
2/19/1981,2/19/1981,16.7,1.7,9.2
2/20/1981,2/20/1981,15.6,0.6,8.1
2/21/1981,2/21/1981,15,-1.1,6.95
2/22/1981,2/22/1981,11.1,-1.1,5
2/23/1981,2/23/1981,10,0.6,5.3
2/24/1981,2/24/1981,1.7,0,0.85
2/25/1981,2/25/1981,7.2,0,3.6
2/26/1981,2/26/1981,11.7,-1.1,5.3
2/27/1981,2/27/1981,8.3,-1.7,3.3
2/28/1981,2/28/1981,15.6,0,7.8
3/1/1981,3/1/1981,6.1,0,3.05
3/2/1981,3/2/1981,1.1,-2.8,-0.85
3/3/1981,3/3/1981,2.2,-5.6,-1.7
3/4/1981,3/4/1981,6.1,-6.7,-0.3
3/5/1981,3/5/1981,5,-0.6,2.2
3/6/1981,3/6/1981,2.8,-3.9,-0.55
3/7/1981,3/7/1981,3.9,-7.2,-1.65
3/8/1981,3/8/1981,3.9,-6.1,-1.1
3/9/1981,3/9/1981,3.3,-3.3,0
3/10/1981,3/10/1981,7.2,-3.3,1.95
3/11/1981,3/11/1981,7.8,-3.9,1.95
3/12/1981,3/12/1981,7.2,-1.1,3.05
3/13/1981,3/13/1981,17.8,-1.7,8.05
3/14/1981,3/14/1981,10.6,-2.8,3.9
3/15/1981,3/15/1981,10,-3.9,3.05
3/16/1981,3/16/1981,17.2,-4.4,6.4
3/17/1981,3/17/1981,8.3,-3.9,2.2
3/18/1981,3/18/1981,8.3,-8.3,0
3/19/1981,3/19/1981,4.4,-6.7,-1.15
3/20/1981,3/20/1981,1.1,-4.4,-1.65
3/21/1981,3/21/1981,1.7,-2.2,-0.25
3/22/1981,3/22/1981,8.9,-1.1,3.9
3/23/1981,3/23/1981,11.1,-1.1,5
3/24/1981,3/24/1981,13.9,-2.2,5.85
3/25/1981,3/25/1981,16.1,-3.9,6.1
3/26/1981,3/26/1981,18.3,0,9.15
3/27/1981,3/27/1981,18.3,1.7,10
3/28/1981,3/28/1981,18.3,4.4,11.35
3/29/1981,3/29/1981,23.9,6.7,15.3
3/30/1981,3/30/1981,18.9,10.6,14.75
3/31/1981,3/31/1981,15,6.7,10.85
4/1/1981,4/1/1981,29.4,9.4,19.4
4/2/1981,4/2/1981,18.3,3.3,10.8
